variant_and_allele,p_value,trait,gene,location
rs17290922-<b>?</b>,8e-06,schizophrenia,NLRC5,16:56990405
rs10123671-<b>G</b>,8e-06,schizophrenia,DMRT1,9:29161220
rs7020830-<b>T</b>,8e-06,schizophrenia,EBLN3P,9:37085187
rs367543-<b>T</b>,8e-06,schizophrenia,PPP1R3B,8:9176638
rs9611198-<b>C</b>,8e-06,schizophrenia,RPS19BP1,22:39559868
rs9611198-<b>C</b>,8e-06,schizophrenia,CACNA1I,22:39559868
rs10761482-<b>?</b>,8e-06,schizophrenia,ANK3,10:60325579
rs4240624-<b>G</b>,8e-06,schizophrenia,RNU6-526P,8:9326721
rs4240624-<b>G</b>,8e-06,schizophrenia,RNU6-1151P,8:9326721
rs2048485-<b>?</b>,8e-06,schizophrenia,LINC01478,18:44510702
rs2219089-<b>T</b>,8e-06,schizophrenia,UNKNOWN,2:122473221
rs4744901-<b>C</b>,8e-06,schizophrenia,APBA1,9:69472320
rs72697068-<b>A</b>,8e-06,schizophrenia,NPY1R,4:163272521
rs71391092-<b>C</b>,8e-06,schizophrenia,GLG1,16:74533177
rs4879901-<b>C</b>,8e-06,schizophrenia,RUSC2,9:35519000
rs4955124-<b>T</b>,8e-06,schizophrenia,OSBPL10,3:32021149
rs1001780-<b>G</b>,8e-06,schizophrenia,DLX2-DT,2:172107630
rs9990395-<b>G</b>,8e-06,schizophrenia,UNKNOWN,3:80420359
rs4646312-<b>C</b>,8e-06,schizophrenia,COMT,22:19960814
rs1275572-<b>C</b>,8e-06,schizophrenia,SNORA70,12:75740477
rs956096-<b>A</b>,8e-06,schizophrenia,RNU7-152P,6:155683529
rs79947808-<b>G</b>,8e-06,schizophrenia,LEP,7:128227402
rs79947808-<b>G</b>,8e-06,schizophrenia,MIR129-1,7:128227402
rs6517329-<b>A</b>,8e-06,schizophrenia,MEMO1P1,21:36109179
rs6517329-<b>A</b>,8e-06,schizophrenia,SETD4,21:36109179
rs1974653-<b>A</b>,8e-06,schizophrenia,ZDHHC8,22:20146827
rs1962636-<b>C</b>,8e-06,schizophrenia,MOSMO,16:22053074
rs7648449-<b>C</b>,8e-06,schizophrenia,FRMD4B,3:69391700
rs7539624-<b>A</b>,8e-06,schizophrenia,CAPN2,1:223719125
rs76503615-<b>A</b>,8e-06,schizophrenia,RN7SL18P,2:62452374
rs8025470-<b>A</b>,8e-06,schizophrenia,TMCO5B,15:33236067
rs12487279-<b>C</b>,8e-06,schizophrenia,LINC02050,3:80865258
rs7786896-<b>T</b>,8e-06,schizophrenia,POU6F2,7:39054328
rs78177980-<b>G</b>,8e-06,schizophrenia,CHD2,15:92937233
rs117358016-<b>A</b>,8e-06,schizophrenia,HS6ST3,13:96514229
rs78226650-<b>A</b>,8e-06,schizophrenia,LINC01122,2:58925919
rs61903125-<b>G</b>,8e-06,schizophrenia,GUCY1A2,11:106620055
rs1144403-<b>A</b>,8e-06,schizophrenia,CASP12,11:104807143
rs2008905-<b>T</b>,8e-06,schizophrenia,PIK3C2A,11:17163076
rs7742212-<b>A</b>,9e-06,schizophrenia,PTPRK,6:128007688
rs498154-<b>G</b>,9e-06,schizophrenia,RNU1-130P,1:96246965
rs498154-<b>G</b>,9e-06,schizophrenia,LINC01787,1:96246965
rs6981717-<b>C</b>,9e-06,schizophrenia,MMP16,8:88176225
rs930889-<b>T</b>,9e-06,schizophrenia,LINC01170,5:124124290
rs4968361-<b>A</b>,9e-06,schizophrenia,LINC01476,17:59425467
rs12539900-<b>A</b>,9e-06,schizophrenia,Y_RNA,7:156253239
rs216452-<b>T</b>,9e-06,schizophrenia,TBC1D29P,17:30556723
rs7521837-<b>T</b>,9e-06,schizophrenia,HAX1,1:154280384
rs7521837-<b>T</b>,9e-06,schizophrenia,RNU6-239P,1:154280384
rs142453246-<b>T</b>,9e-06,schizophrenia,SHC4,15:48862521
rs2015748-<b>A</b>,9e-06,schizophrenia,ETS2,21:38831045
rs2015748-<b>A</b>,9e-06,schizophrenia,SNORA62,21:38831045
rs73405966-<b>T</b>,9e-06,schizophrenia,CUX1,7:102032019
rs13268772-<b>?</b>,9e-06,schizophrenia,CSMD1,8:3362037
rs959770-<b>?</b>,9e-06,schizophrenia,ZFYVE28,4:2393570
rs76528668-<b>T</b>,9e-06,schizophrenia,RYR3,15:33465539
rs10446497-<b>G</b>,9e-06,schizophrenia,PAK2,3:196819658
rs61826828-<b>A</b>,9e-06,schizophrenia,RPL30P1,1:174046123
rs61826828-<b>A</b>,9e-06,schizophrenia,LINC02776,1:174046123
rs2413045-<b>A</b>,9e-06,schizophrenia,LIMK2,22:31269876
rs1521470-<b>A</b>,9e-06,schizophrenia,ADCY1,7:45607253
rs78901727-<b>A</b>,9e-06,schizophrenia,SEC61GP1,2:193755470
rs4853633-<b>A</b>,9e-06,schizophrenia,C2orf88,2:190081598
rs77325285-<b>A</b>,9e-06,schizophrenia,LINC02105,5:53722574
rs77325285-<b>A</b>,9e-06,schizophrenia,NDUFS4,5:53722574
rs12660387-<b>A</b>,9e-06,schizophrenia,EYS,6:64581751
rs7249142-<b>A</b>,9e-06,schizophrenia,MEF2B,19:19165550
rs7249142-<b>A</b>,9e-06,schizophrenia,BORCS8-MEF2B,19:19165550
rs2811474-<b>G</b>,9e-06,schizophrenia,EEFSEC,3:128174008
rs146641304-<b>AC</b>,9e-06,schizophrenia,RUFY1,5:179493202
rs146641304-<b>AC</b>,9e-06,schizophrenia,U4,5:179493202
rs34232444-<b>T</b>,9e-06,schizophrenia,KDM4B,19:4965393
rs34232444-<b>T</b>,9e-06,schizophrenia,UHRF1,19:4965393
rs10106298-<b>G</b>,9e-06,schizophrenia,ADI1P2,8:102676153
rs10106298-<b>G</b>,9e-06,schizophrenia,KLF10,8:102676153
rs139283246-<b>G</b>,9e-06,schizophrenia,NDUFS5P2,1:96655051
rs139283246-<b>G</b>,9e-06,schizophrenia,RPL7P9,1:96655051
rs35659386-<b>A</b>,9e-06,schizophrenia,NTM,11:131430474
rs148114321-<b>T</b>,9e-06,schizophrenia,RALGAPA1,14:35744236
rs9883949-<b>C</b>,9e-06,schizophrenia,ZBTB20,3:114452543
rs9883949-<b>C</b>,9e-06,schizophrenia,ZBTB20-AS5,3:114452543
rs4246774-<b>C</b>,9e-06,schizophrenia,LINC02219,5:68196284
rs79844775-<b>C</b>,9e-06,schizophrenia,CRYGFP,2:209176663
rs79844775-<b>C</b>,9e-06,schizophrenia,MEAF6P1,2:209176663
rs118162387-<b>G</b>,9e-06,schizophrenia,HTR3B,11:113949306
rs118162387-<b>G</b>,9e-06,schizophrenia,HTR3A,11:113949306
rs9650682-<b>G</b>,9e-06,schizophrenia,SNAPC3,9:15457779
rs1565411-<b>G</b>,9e-06,schizophrenia,LINC02710,11:46207098
rs1565411-<b>G</b>,9e-06,schizophrenia,FBLIM1P2,11:46207098
rs16863064-<b>G</b>,9e-06,schizophrenia,LPP,3:188169789
rs74131273-<b>A</b>,9e-06,schizophrenia,ASAH2,10:50303408
rs74131273-<b>A</b>,9e-06,schizophrenia,SGMS1,10:50303408
rs11215609-<b>T</b>,9e-06,schizophrenia,LINC02698,11:115593028
rs11215609-<b>T</b>,9e-06,schizophrenia,RPL12P46,11:115593028
