variant_and_allele,p_value,trait,gene,location,af,tissues
rs1837495-<b>G</b>,6.000000000000001e-09,schizophrenia,PLCL1,2:198056477,0.31933332384260577,Skin_Not_Sun_Exposed_Suprapubic&Whole_Blood&Adipose_Subcutaneous&Testis&Colon_Transverse&Esophagus_Muscularis&Artery_Tibial&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Cells_Cultured_fibroblasts&Pancreas&Adrenal_Gland&Muscle_Skeletal&Esophagus_Mucosa&Prostate
rs62152284-<b>T</b>,6.000000000000001e-09,schizophrenia,AHCYP3,2:104367929,0.0896275219865494,
rs7801375-<b>?</b>,6.000000000000001e-09,schizophrenia,CAPZA1P4,7:131882504,-1.0,
rs7191183-<b>?</b>,6.000000000000001e-09,schizophrenia,GRIN2A,16:9806200,-1.0,
rs12541020-<b>T</b>,6.000000000000001e-09,schizophrenia,CSMD1,8:4960070,0.2800882708253253,
rs12421382-<b>?</b>,6.000000000000001e-09,schizophrenia,C11orf87,11:109507345,-1.0,
rs619091-<b>T</b>,6.000000000000001e-09,schizophrenia,LINC02730,11:134014242,0.5791953414505029,
rs72829007-<b>?</b>,6.000000000000001e-09,schizophrenia,RN7SL591P,10:62328196,-1.0,
rs72829007-<b>?</b>,6.000000000000001e-09,schizophrenia,LINC02621,10:62328196,-1.0,
rs7527939-<b>C</b>,6.000000000000001e-09,schizophrenia,HHAT,1:210362681,0.8032873298830746,
rs2239063-<b>A</b>,6.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available,0.7456989247311828,
rs78681500-<b>C</b>,6.000000000000001e-09,schizophrenia,SPATS2L,2:200322593,1.0,
rs3742658-<b>C</b>,6.000000000000001e-09,schizophrenia,TTC7B,14:90657500,0.925438473803463,
rs9695226-<b>?</b>,6.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs72841270-<b>?</b>,6.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs215412-<b>?</b>,6.000000000000001e-09,schizophrenia,RFPL4AP3,4:23421963,-1.0,
rs117074560-<b>T</b>,7.0000000000000015e-09,schizophrenia,FUT9,6:96011775,0.04407605752452013,Skin_Sun_Exposed_Lower_leg
rs117074560-<b>T</b>,7.0000000000000015e-09,schizophrenia,KRT18P50,6:96011775,0.04407605752452013,Skin_Sun_Exposed_Lower_leg
rs1106568-<b>G</b>,7.0000000000000015e-09,schizophrenia,GPM6A,4:175940150,0.24301261518279602,
rs946106-<b>?</b>,7.0000000000000015e-09,schizophrenia,AGBL4,1:49462817,-1.0,Esophagus_Mucosa
rs946106-<b>?</b>,7.0000000000000015e-09,schizophrenia,AGBL4-IT1,1:49462817,-1.0,Esophagus_Mucosa
rs4365348-<b>?</b>,7.0000000000000015e-09,schizophrenia,ATPAF2,17:18009234,-1.0,
rs4365348-<b>?</b>,7.0000000000000015e-09,schizophrenia,DRC3,17:18009234,-1.0,
rs144478515-<b>?</b>,7.0000000000000015e-09,schizophrenia,ZBED9,6:28593450,-1.0,Nerve_Tibial&Whole_Blood&Adipose_Subcutaneous
rs9420-<b>?</b>,7.0000000000000015e-09,schizophrenia,SELENOH,11:57742822,-1.0,
rs2373000-<b>T</b>,7.0000000000000015e-09,schizophrenia,QPCT,2:37365485,0.4361571370041829,Artery_Tibial&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Esophagus_Muscularis&Thyroid&Artery_Aorta&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Nerve_Tibial&Pituitary
rs7010876-<b>?</b>,7.0000000000000015e-09,schizophrenia,MMP16,8:88252522,-1.0,Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Lung&Testis&Spleen&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Pituitary&Thyroid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Muscle_Skeletal&Esophagus_Mucosa
rs12691548-<b>?</b>,7.0000000000000015e-09,schizophrenia,AKT3,1:243656826,-1.0,Cells_Cultured_fibroblasts
rs7789569-<b>T</b>,7.0000000000000015e-09,schizophrenia,UNKNOWN,Mapping not available,0.4132246598847898,
rs78895722-<b>?</b>,7.0000000000000015e-09,schizophrenia,RPL10AP3,8:34223067,-1.0,
rs2018916-<b>C</b>,7.0000000000000015e-09,schizophrenia,LINC02165,16:63666604,0.5031762837480148,
rs13019859-<b>?</b>,7.0000000000000015e-09,schizophrenia,UNKNOWN,2:193062410,-1.0,
rs303739-<b>C</b>,7.0000000000000015e-09,schizophrenia,CDCA4P1,9:14505994,0.11157297439957772,
rs3768644-<b>G</b>,7.0000000000000015e-09,schizophrenia,CYP26B1,2:72134376,0.8974060349391212,
rs2016358-<b>?</b>,7.0000000000000015e-09,schizophrenia,SNAP91,6:83574014,-1.0,Pituitary&Adrenal_Gland&Cells_Cultured_fibroblasts&Artery_Aorta
rs12485034-<b>?</b>,7.0000000000000015e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs73388146-<b>G</b>,7.0000000000000015e-09,schizophrenia,CMAHP,6:25170440,0.9468403547671841,Skin_Not_Sun_Exposed_Suprapubic&Cells_Cultured_fibroblasts&Esophagus_Mucosa
rs12622667-<b>C</b>,8e-09,schizophrenia,EPC2,2:148762617,0.06352725326809877,Artery_Tibial
rs200450-<b>G</b>,8e-09,schizophrenia,DNAJC11,1:6665170,0.4116274135370253,Testis&Whole_Blood
rs28419375-<b>?</b>,8e-09,schizophrenia,LINC02264,4:117906596,-1.0,Brain_Cerebellum
rs747462-<b>?</b>,8e-09,schizophrenia,NGEF,2:232925461,-1.0,Artery_Coronary&Artery_Tibial&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Esophagus_Muscularis&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Skin_Sun_Exposed_Lower_leg&Spleen&Esophagus_Mucosa&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Vagina
rs4908972-<b>?</b>,8e-09,schizophrenia,TBC1D5,3:17754700,-1.0,Testis&Artery_Tibial
rs7267348-<b>C</b>,8e-09,schizophrenia,UNKNOWN,Mapping not available,0.2676019057702488,
rs75575209-<b>T</b>,8e-09,schizophrenia,VRK2,2:57911057,0.035279218429622484,Artery_Aorta&Adipose_Subcutaneous&Esophagus_Mucosa
rs1023500-<b>?</b>,8e-09,schizophrenia,CENPM,22:41944840,-1.0,
rs1676062-<b>?</b>,8e-09,schizophrenia,MTCYBP27,14:84178478,-1.0,
rs7288455-<b>A</b>,8e-09,schizophrenia,CACNA1I,22:39570542,0.3974074140433233,
rs7288455-<b>A</b>,8e-09,schizophrenia,RPS19BP1,22:39570542,0.3974074140433233,
rs60005721-<b>A</b>,8e-09,schizophrenia,CMAHP,6:25262991,1.0,
rs10515678-<b>?</b>,8e-09,schizophrenia,LINC01470,5:152943676,-1.0,Nerve_Tibial&Thyroid&Stomach&Brain_Caudate_basal_ganglia
rs12093576-<b>T</b>,8e-09,schizophrenia,SDCCAG8,1:243492595,0.3919193786982249,
rs12093576-<b>T</b>,8e-09,schizophrenia,AKT3,1:243492595,0.3919193786982249,
rs139425113-<b>?</b>,8e-09,schizophrenia,CSMD1,8:4323090,-1.0,
rs4388249-<b>T</b>,8e-09,schizophrenia,MAN2A1,5:109700365,0.18004372267332916,Testis&Esophagus_Muscularis&Artery_Aorta
rs11038391-<b>?</b>,8e-09,schizophrenia,LINC02696,11:45308670,-1.0,
rs11038391-<b>?</b>,8e-09,schizophrenia,SYT13,11:45308670,-1.0,
rs6704641-<b>A</b>,8e-09,schizophrenia,SATB2,2:199299529,0.7383975812547241,Skin_Not_Sun_Exposed_Suprapubic&Skin_Sun_Exposed_Lower_leg
rs7757969-<b>C</b>,8e-09,schizophrenia,FYN,6:111810829,0.1461502675040707,Testis&Brain_Caudate_basal_ganglia&Cells_EBV-transformed_lymphocytes
rs75365967-<b>?</b>,8e-09,schizophrenia,LINC02326,14:29004453,-1.0,
rs11658257-<b>G</b>,8e-09,schizophrenia,GID4,17:18053145,0.37681407839104103,
rs73477270-<b>?</b>,8e-09,schizophrenia,TCF4,18:55425653,-1.0,
rs1023330-<b>?</b>,9.000000000000001e-09,schizophrenia,TLCD4-RWDD3,1:95121217,-1.0,Heart_Atrial_Appendage&Testis&Heart_Left_Ventricle&Colon_Transverse&Esophagus_Muscularis&Artery_Tibial&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Adipose_Visceral_Omentum
rs1023330-<b>?</b>,9.000000000000001e-09,schizophrenia,TLCD4,1:95121217,-1.0,Heart_Atrial_Appendage&Testis&Heart_Left_Ventricle&Colon_Transverse&Esophagus_Muscularis&Artery_Tibial&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Adipose_Visceral_Omentum
rs7584565-<b>T</b>,9.000000000000001e-09,schizophrenia,PRKD3,2:37323760,0.6411909544482602,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs3858402-<b>?</b>,9.000000000000001e-09,schizophrenia,LINC02715,11:109685112,-1.0,
rs7801375-<b>G</b>,9.000000000000001e-09,schizophrenia,CAPZA1P4,7:131882504,0.8026271697607399,
rs10894308-<b>G</b>,9.000000000000001e-09,schizophrenia,RN7SL167P,11:131022000,0.5655520533552602,
rs1023497-<b>?</b>,9.000000000000001e-09,schizophrenia,CENPM,22:41944504,-1.0,
rs13266463-<b>G</b>,9.000000000000001e-09,schizophrenia,TSNARE1,8:142322332,0.3866031862601918,Skin_Not_Sun_Exposed_Suprapubic&Whole_Blood&Adipose_Subcutaneous&Lung&Esophagus_Gastroesophageal_Junction&Stomach&Esophagus_Muscularis&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adipose_Visceral_Omentum&Esophagus_Mucosa&Prostate
rs2381759-<b>T</b>,9.000000000000001e-09,schizophrenia,UNKNOWN,2:145670463,0.15786130227633668,
rs79527984-<b>?</b>,9.000000000000001e-09,schizophrenia,CALN1,7:72387188,-1.0,
rs2236989-<b>?</b>,9.000000000000001e-09,schizophrenia,CACNA2D2,3:50467964,-1.0,Artery_Coronary&Artery_Tibial&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Brain_Amygdala&Whole_Blood&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus
rs2143757-<b>G</b>,9.000000000000001e-09,schizophrenia,LINC01725,1:83801108,0.8779904306220095,Thyroid&Prostate
rs4711350-<b>G</b>,9.000000000000001e-09,schizophrenia,LEMD2,6:33773939,0.8077992277992277,Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Muscle_Skeletal&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Nerve_Tibial&Pancreas&Brain_Cerebellum
rs11958187-<b>?</b>,9.000000000000001e-09,schizophrenia,PPP2R2B,5:147055600,-1.0,Brain_Spinal_cord_cervical_c-1
rs783540-<b>G</b>,9.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available,0.3862545818060647,
rs6878284-<b>C</b>,9.000000000000001e-09,schizophrenia,SLCO6A1,5:102434022,0.3554260367237467,Brain_Cortex&Testis&Artery_Tibial&Brain_Frontal_Cortex_BA9&Thyroid&Artery_Aorta&Small_Intestine_Terminal_Ileum&Minor_Salivary_Gland
rs59721702-<b>?</b>,9.000000000000001e-09,schizophrenia,OSBPL10,3:32021957,-1.0,Skin_Not_Sun_Exposed_Suprapubic&Heart_Atrial_Appendage&Whole_Blood&Lung&Heart_Left_Ventricle&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Artery_Aorta&Esophagus_Mucosa
rs2789605-<b>?</b>,9.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs4801131-<b>C</b>,1e-08,schizophrenia,LINC01929,18:55085469,0.60647795318454,
rs78885399-<b>C</b>,1e-08,schizophrenia,SPPL3,12:120741095,0.9902032308494008,
rs78885399-<b>C</b>,1e-08,schizophrenia,ACADS,12:120741095,0.9902032308494008,
rs1483245-<b>?</b>,1e-08,schizophrenia,BCL11A,2:185182339,-1.0,Muscle_Skeletal
rs385492-<b>T</b>,1e-08,schizophrenia,ZFP57,6:29681770,0.4353390211046251,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Brain_Substantia_nigra&Kidney_Cortex&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs385492-<b>T</b>,1e-08,schizophrenia,ZDHHC20P1,6:29681770,0.4353390211046251,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Brain_Substantia_nigra&Kidney_Cortex&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs55833108-<b>T</b>,1e-08,schizophrenia,CNNM2,10:102981826,0.16444489671313728,
rs12446487-<b>C</b>,1e-08,schizophrenia,CNOT1,16:58637911,0.1077222147740984,
rs12446487-<b>C</b>,1e-08,schizophrenia,SLC38A7,16:58637911,0.1077222147740984,
rs73388146-<b>?</b>,1e-08,schizophrenia,CMAHP,6:25170440,-1.0,Skin_Not_Sun_Exposed_Suprapubic&Cells_Cultured_fibroblasts&Esophagus_Mucosa
rs10803138-<b>?</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs832187-<b>C</b>,1e-08,schizophrenia,THOC7,3:63847374,0.4088562194545168,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Esophagus_Muscularis&Thyroid&Breast_Mammary_Tissue&Whole_Blood&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs832187-<b>C</b>,1e-08,schizophrenia,C3orf49,3:63847374,0.4088562194545168,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Esophagus_Muscularis&Thyroid&Breast_Mammary_Tissue&Whole_Blood&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs12991836-<b>C</b>,1e-08,schizophrenia,ZEB2,2:144383974,0.33628714914002195,
rs73229090-<b>?</b>,1e-08,schizophrenia,GULOP,8:27584610,-1.0,Artery_Tibial&Esophagus_Muscularis&Brain_Cerebellar_Hemisphere&Skin_Sun_Exposed_Lower_leg&Cells_Cultured_fibroblasts&Brain_Nucleus_accumbens_basal_ganglia&Brain_Cerebellum
rs10503253-<b>A</b>,1e-08,schizophrenia,CSMD1,8:4323322,0.1946030881769813,
rs4687552-<b>T</b>,1e-08,schizophrenia,ITIH3,3:52804386,0.6630434782608695,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs11986274-<b>?</b>,1e-08,schizophrenia,FGFR1,8:38401963,-1.0,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Anterior_cingulate_cortex_BA24&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs11986274-<b>?</b>,1e-08,schizophrenia,LETM2,8:38401963,-1.0,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Anterior_cingulate_cortex_BA24&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs13194053-<b>T</b>,1e-08,schizophrenia,MIR3143,6:27176104,0.842378561774198,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Cerebellum
rs13194053-<b>T</b>,1e-08,schizophrenia,RPL10P2,6:27176104,0.842378561774198,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Cerebellum
rs11665111-<b>?</b>,1e-08,schizophrenia,KCNG2,18:79862996,-1.0,
rs11226509-<b>C</b>,1e-08,schizophrenia,CASP12,11:104802933,0.5354685018528322,
rs10489202-<b>A</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs13416544-<b>G</b>,1e-08,schizophrenia,TMEM17,2:62494761,0.4832186341979883,Skin_Sun_Exposed_Lower_leg&Thyroid&Cells_Cultured_fibroblasts&Adipose_Subcutaneous
rs13416544-<b>G</b>,1e-08,schizophrenia,RN7SL18P,2:62494761,0.4832186341979883,Skin_Sun_Exposed_Lower_leg&Thyroid&Cells_Cultured_fibroblasts&Adipose_Subcutaneous
rs17002069-<b>C</b>,1e-08,schizophrenia,MRTFA,22:40654982,0.884379681329157,
rs17002069-<b>C</b>,1e-08,schizophrenia,GAPDHP37,22:40654982,0.884379681329157,
rs1120004-<b>?</b>,1e-08,schizophrenia,SOX5,12:23480498,-1.0,
rs10940346-<b>G</b>,1e-08,schizophrenia,EMB,5:50510208,0.4679262209428419,Skin_Not_Sun_Exposed_Suprapubic&Whole_Blood&Adipose_Subcutaneous&Lung&Heart_Left_Ventricle&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Cells_Cultured_fibroblasts&Artery_Aorta&Adipose_Visceral_Omentum&Muscle_Skeletal&Minor_Salivary_Gland&Esophagus_Mucosa
rs6848123-<b>A</b>,1e-08,schizophrenia,LINC01088,4:79282271,0.5289041821069349,Testis&Esophagus_Gastroesophageal_Junction&Esophagus_Muscularis
rs6848123-<b>A</b>,1e-08,schizophrenia,NAA11,4:79282271,0.5289041821069349,Testis&Esophagus_Gastroesophageal_Junction&Esophagus_Muscularis
rs215411-<b>?</b>,1e-08,schizophrenia,RFPL4AP3,4:23421980,-1.0,
rs2810117-<b>?</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs7733403-<b>A</b>,1e-08,schizophrenia,PCDHA1,5:140774630,0.6069985109551159,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Cerebellum
