,variant_and_allele,p_value,trait,gene,location
1797,rs17203055-<b>?</b>,4.9999999999999996e-06,schizophrenia,ARHGAP31,3:119365484
1503,rs78392994-<b>T</b>,4.9999999999999996e-06,schizophrenia,FER,5:108953202
1378,rs141216273-<b>A</b>,4.9999999999999996e-06,schizophrenia,ARNILA,2:25376303
1378,rs141216273-<b>A</b>,4.9999999999999996e-06,schizophrenia,DTNB,2:25376303
1686,rs4669297-<b>T</b>,4.9999999999999996e-06,schizophrenia,LINC01814,2:8598773
1686,rs4669297-<b>T</b>,4.9999999999999996e-06,schizophrenia,SNRPEP5,2:8598773
1823,rs16869652-<b>?</b>,4.9999999999999996e-06,schizophrenia,LINC01016,6:33883396
1678,rs4459386-<b>A</b>,4.9999999999999996e-06,schizophrenia,LIMA1,12:50201164
1456,rs62544595-<b>G</b>,6e-06,schizophrenia,TEK,9:27135720
1504,rs7875611-<b>T</b>,6e-06,schizophrenia,ALOX15P2,9:92916727
2399,rs12445424-<b>A</b>,6e-06,schizophrenia,LINC02188,16:87029768
2399,rs12445424-<b>A</b>,6e-06,schizophrenia,LINC02181,16:87029768
1477,rs75080020-<b>T</b>,6e-06,schizophrenia,EIF4E2P2,3:115264809
1260,rs16971465-<b>C</b>,6e-06,schizophrenia,ZFHX3,16:72983162
224,rs820970-<b>T</b>,6e-06,schizophrenia,UNKNOWN,2:57513953
574,rs12052801-<b>A</b>,6e-06,schizophrenia,PPP3R1,2:68196086
1551,rs7641070-<b>G</b>,6e-06,schizophrenia,PPP2R3A,3:135979287
2468,rs157981-<b>C</b>,6e-06,schizophrenia,UNKNOWN,10:78744513
569,rs6834681-<b>A</b>,6e-06,schizophrenia,RASGEF1B,4:81713656
2410,rs11078493-<b>A</b>,6e-06,schizophrenia,UBE2G1,17:4279429
1369,rs13424309-<b>T</b>,6e-06,schizophrenia,PCGEM1,2:192861321
1342,rs149110600-<b>A</b>,6e-06,schizophrenia,CIR1,2:174376730
1299,rs67478160-<b>C</b>,6e-06,schizophrenia,PPP1R13B,14:103824337
1401,rs2161300-<b>T</b>,6e-06,schizophrenia,CTB-178M22.2,5:168234157
1401,rs2161300-<b>T</b>,6e-06,schizophrenia,TENM2,5:168234157
1393,rs2072883-<b>A</b>,6e-06,schizophrenia,TTLL1,22:43039662
1393,rs2072883-<b>A</b>,6e-06,schizophrenia,TTLL1-AS1,22:43039662
1318,rs9403484-<b>T</b>,6e-06,schizophrenia,AIG1,6:143330832
1553,rs76456399-<b>A</b>,6e-06,schizophrenia,LINC01394,6:1371322
1553,rs76456399-<b>A</b>,6e-06,schizophrenia,FOXF2-DT,6:1371322
1357,rs13217797-<b>T</b>,6e-06,schizophrenia,CARMIL1,6:25485786
1115,rs489332-<b>?</b>,6e-06,schizophrenia,UNKNOWN,9:75413430
1571,rs12554020-<b>C</b>,6e-06,schizophrenia,FAM120A,9:93507955
2394,rs10814727-<b>A</b>,6e-06,schizophrenia,YWHABP1,9:38638839
2394,rs10814727-<b>A</b>,6e-06,schizophrenia,FAM201A,9:38638839
1825,rs2726807-<b>?</b>,6e-06,schizophrenia,TENM3,4:182216245
1824,rs1170612-<b>?</b>,6e-06,schizophrenia,CNTNAP5,2:124225479
1154,rs72882854-<b>A</b>,6e-06,schizophrenia,SCN1A-AS1,2:166304860
1154,rs72882854-<b>A</b>,6e-06,schizophrenia,SCN9A,2:166304860
1651,rs36104021-<b>C</b>,6e-06,schizophrenia,ASCL1,12:102967334
1796,rs4381823-<b>?</b>,6e-06,schizophrenia,FBXO11,2:47820196
1139,rs7008026-<b>C</b>,6e-06,schizophrenia,PRDM14,8:70038045
1139,rs7008026-<b>C</b>,6e-06,schizophrenia,SUMO2P20,8:70038045
1757,rs2205299-<b>T</b>,6e-06,schizophrenia,UNKNOWN,21:16834310
1747,rs10849689-<b>A</b>,6e-06,schizophrenia,C12orf76,12:110055417
1144,rs7127399-<b>G</b>,6e-06,schizophrenia,OR8Q1P,11:124591378
1144,rs7127399-<b>G</b>,6e-06,schizophrenia,OR8A1,11:124591378
1645,rs35261864-<b>C</b>,6e-06,schizophrenia,ROBO2,3:76220735
1914,rs151222-<b>?</b>,6e-06,schizophrenia,ACSM1,16:20663170
1914,rs151222-<b>?</b>,6e-06,schizophrenia,ACSM3,16:20663170
2386,rs1882760-<b>A</b>,6e-06,schizophrenia,DSCAM,21:40316840
211,rs12620761-<b>T</b>,6e-06,schizophrenia,MGAT5,2:134096560
1451,rs62296447-<b>T</b>,6e-06,schizophrenia,LINC02438,4:19361370
1594,rs12129731-<b>T</b>,6e-06,schizophrenia,LINC01776,1:98222135
1881,rs1412115-<b>?</b>,6e-06,schizophrenia,RPL23P11,10:33799125
1881,rs1412115-<b>?</b>,6e-06,schizophrenia,LINC00838,10:33799125
1621,rs2929278-<b>C</b>,6e-06,schizophrenia,FRMD5,15:43958115
1221,rs11690935-<b>G</b>,6e-06,schizophrenia,RPL21P38,2:171676795
1221,rs11690935-<b>G</b>,6e-06,schizophrenia,DYNC1I2,2:171676795
1474,rs74338693-<b>G</b>,7e-06,schizophrenia,SCN1A-AS1,2:165957215
1713,rs11064837-<b>A</b>,7e-06,schizophrenia,TMEM233,12:119579901
1713,rs11064837-<b>A</b>,7e-06,schizophrenia,CCDC60,12:119579901
1578,rs12693217-<b>G</b>,7e-06,schizophrenia,CWC22,2:179977187
570,rs4621267-<b>T</b>,7e-06,schizophrenia,RPL35P8,22:49179065
1735,rs1040393-<b>C</b>,7e-06,schizophrenia,ILDR2,1:166892359
1735,rs1040393-<b>C</b>,7e-06,schizophrenia,TADA1,1:166892359
1701,rs513088-<b>G</b>,7e-06,schizophrenia,RPL4P2,1:166700699
1701,rs513088-<b>G</b>,7e-06,schizophrenia,FMO10P,1:166700699
1775,rs2540277-<b>C</b>,7e-06,schizophrenia,TMEM182,2:102809718
2464,rs161660-<b>G</b>,7e-06,schizophrenia,PRICKLE2,3:64130365
1742,rs10777165-<b>C</b>,7e-06,schizophrenia,POC1B,12:89447088
1526,rs8066384-<b>C</b>,7e-06,schizophrenia,RPTOR,17:80651956
1691,rs4740446-<b>T</b>,7e-06,schizophrenia,PTPRD,9:10255540
1546,rs7617937-<b>A</b>,7e-06,schizophrenia,SATB1-AS1,3:18846493
1912,rs2159767-<b>?</b>,7e-06,schizophrenia,UNKNOWN,X:148299501
1911,rs1879248-<b>?</b>,7e-06,schizophrenia,CCDC39,3:180833426
1600,rs12193070-<b>A</b>,7e-06,schizophrenia,LINC02549,6:68309831
1607,rs27419-<b>C</b>,7e-06,schizophrenia,MOCS2,5:53125108
1508,rs7901794-<b>C</b>,7e-06,schizophrenia,NRBF2,10:63118178
1508,rs7901794-<b>C</b>,7e-06,schizophrenia,RNU6-543P,10:63118178
1513,rs79258494-<b>A</b>,7e-06,schizophrenia,SUMO2P2,9:23576502
1826,rs16934812-<b>?</b>,7e-06,schizophrenia,TMTC1,12:29719385
328,rs73627050-<b>?</b>,7e-06,schizophrenia,NLGN4X,X:6094587
1650,rs36059107-<b>A</b>,7e-06,schizophrenia,NPAS3,14:33768747
1520,rs8016982-<b>C</b>,7e-06,schizophrenia,GTF2A1,14:81240713
1520,rs8016982-<b>C</b>,7e-06,schizophrenia,DYNLL1P1,14:81240713
1642,rs35094601-<b>G</b>,7e-06,schizophrenia,RNF14P1,2:138454920
1642,rs35094601-<b>G</b>,7e-06,schizophrenia,SPOPL,2:138454920
585,rs117325001-<b>T</b>,7e-06,schizophrenia,BNIP3L,8:26384756
1446,rs61935443-<b>C</b>,7e-06,schizophrenia,KRT19P2,12:94855988
1446,rs61935443-<b>C</b>,7e-06,schizophrenia,NDUFA12,12:94855988
1116,rs10924245-<b>?</b>,7e-06,schizophrenia,KIF26B,1:245570306
1214,rs11603151-<b>A</b>,7e-06,schizophrenia,LINC02706,11:134654555
1215,rs11616416-<b>A</b>,7e-06,schizophrenia,MTUS2,13:29262114
1193,rs61841072-<b>G</b>,7e-06,schizophrenia,SEPTIN14P21,1:242966101
1448,rs62064224-<b>G</b>,7e-06,schizophrenia,RHBDL3,17:32308096
1236,rs12887386-<b>A</b>,7e-06,schizophrenia,UNKNOWN,14:85099583
1189,rs3131888-<b>C</b>,7e-06,schizophrenia,ZFP57,6:29696112
1189,rs3131888-<b>C</b>,7e-06,schizophrenia,ZDHHC20P1,6:29696112
1188,rs2455601-<b>A</b>,7e-06,schizophrenia,DENND2B,11:8877853
1268,rs1805203-<b>G</b>,7e-06,schizophrenia,SOX2-OT,3:181056092
1184,rs11592657-<b>A</b>,7e-06,schizophrenia,DOCK1,10:126992179
1183,rs114333818-<b>A</b>,7e-06,schizophrenia,PLA2G4A,1:186856584
1167,rs989197-<b>T</b>,7e-06,schizophrenia,UNKNOWN,3:162197124
1165,rs9881798-<b>C</b>,7e-06,schizophrenia,PLCL2,3:16805459
1194,rs75094680-<b>A</b>,7e-06,schizophrenia,UNKNOWN,5:30558030
1135,rs6953837-<b>A</b>,7e-06,schizophrenia,INSIG1-DT,7:155227220
1135,rs6953837-<b>A</b>,7e-06,schizophrenia,RN7SKP280,7:155227220
1155,rs72925918-<b>G</b>,7e-06,schizophrenia,HNRNPA1P47,2:194215175
613,rs1791244-<b>?</b>,7e-06,schizophrenia,MIR924HG,18:39489348
612,rs1561296-<b>?</b>,7e-06,schizophrenia,SPATS2L,2:200443394
1130,rs12949688-<b>?</b>,7e-06,schizophrenia,RN7SKP94,17:57748340
1130,rs12949688-<b>?</b>,7e-06,schizophrenia,CCDC182,17:57748340
1422,rs5749696-<b>C</b>,7e-06,schizophrenia,YPEL1,22:21709048
1387,rs2019872-<b>C</b>,7e-06,schizophrenia,SMG6,17:2107024
1432,rs60037734-<b>G</b>,7e-06,schizophrenia,ZMYM4,1:35213586
1432,rs60037734-<b>G</b>,7e-06,schizophrenia,Y_RNA,1:35213586
1134,rs6919939-<b>A</b>,7e-06,schizophrenia,UNKNOWN,6:164553981
1118,rs1351267-<b>?</b>,7e-06,schizophrenia,UNKNOWN,3:152045912
1437,rs6095357-<b>C</b>,7e-06,schizophrenia,ARFGEF2,20:48907328
1437,rs6095357-<b>C</b>,7e-06,schizophrenia,PREX1,20:48907328
1190,rs35553880-<b>T</b>,8e-06,schizophrenia,LINC01378,4:117723666
1191,rs4129575-<b>A</b>,8e-06,schizophrenia,HS3ST4,16:26118462
1750,rs10862476-<b>G</b>,8e-06,schizophrenia,RPL7P43,12:76740025
1750,rs10862476-<b>G</b>,8e-06,schizophrenia,ZDHHC17,12:76740025
1187,rs200610334-<b>AT</b>,8e-06,schizophrenia,MCHR1,22:40728162
1187,rs200610334-<b>AT</b>,8e-06,schizophrenia,SLC25A17,22:40728162
1754,rs10891354-<b>C</b>,8e-06,schizophrenia,LINC02762,11:112392780
1754,rs10891354-<b>C</b>,8e-06,schizophrenia,LINC02763,11:112392780
1613,rs28587833-<b>G</b>,8e-06,schizophrenia,RPL32P31,17:80537527
1613,rs28587833-<b>G</b>,8e-06,schizophrenia,NPTX1,17:80537527
1711,rs11044946-<b>T</b>,8e-06,schizophrenia,TCP1P3,12:19928401
1117,rs17290922-<b>?</b>,8e-06,schizophrenia,NLRC5,16:56990405
1182,rs10123671-<b>G</b>,8e-06,schizophrenia,DMRT1,9:29161220
1140,rs7020830-<b>T</b>,8e-06,schizophrenia,EBLN3P,9:37085187
1653,rs367543-<b>T</b>,8e-06,schizophrenia,PPP1R3B,8:9176638
1850,rs9611198-<b>C</b>,8e-06,schizophrenia,RPS19BP1,22:39559868
1850,rs9611198-<b>C</b>,8e-06,schizophrenia,CACNA1I,22:39559868
1846,rs10761482-<b>?</b>,8e-06,schizophrenia,ANK3,10:60325579
1670,rs4240624-<b>G</b>,8e-06,schizophrenia,RNU6-526P,8:9326721
1670,rs4240624-<b>G</b>,8e-06,schizophrenia,RNU6-1151P,8:9326721
1827,rs2048485-<b>?</b>,8e-06,schizophrenia,LINC01478,18:44510702
1758,rs2219089-<b>T</b>,8e-06,schizophrenia,UNKNOWN,2:122473221
1692,rs4744901-<b>C</b>,8e-06,schizophrenia,APBA1,9:69472320
1150,rs72697068-<b>A</b>,8e-06,schizophrenia,NPY1R,4:163272521
1145,rs71391092-<b>C</b>,8e-06,schizophrenia,GLG1,16:74533177
1695,rs4879901-<b>C</b>,8e-06,schizophrenia,RUSC2,9:35519000
1696,rs4955124-<b>T</b>,8e-06,schizophrenia,OSBPL10,3:32021149
1176,rs1001780-<b>G</b>,8e-06,schizophrenia,DLX2-DT,2:172107630
1172,rs9990395-<b>G</b>,8e-06,schizophrenia,UNKNOWN,3:80420359
1192,rs4646312-<b>C</b>,8e-06,schizophrenia,COMT,22:19960814
571,rs1275572-<b>C</b>,8e-06,schizophrenia,SNORA70,12:75740477
1324,rs956096-<b>A</b>,8e-06,schizophrenia,RNU7-152P,6:155683529
1517,rs79947808-<b>G</b>,8e-06,schizophrenia,LEP,7:128227402
1517,rs79947808-<b>G</b>,8e-06,schizophrenia,MIR129-1,7:128227402
1289,rs6517329-<b>A</b>,8e-06,schizophrenia,MEMO1P1,21:36109179
1289,rs6517329-<b>A</b>,8e-06,schizophrenia,SETD4,21:36109179
1281,rs1974653-<b>A</b>,8e-06,schizophrenia,ZDHHC8,22:20146827
1280,rs1962636-<b>C</b>,8e-06,schizophrenia,MOSMO,16:22053074
1554,rs7648449-<b>C</b>,8e-06,schizophrenia,FRMD4B,3:69391700
1534,rs7539624-<b>A</b>,8e-06,schizophrenia,CAPN2,1:223719125
1555,rs76503615-<b>A</b>,8e-06,schizophrenia,RN7SL18P,2:62452374
1521,rs8025470-<b>A</b>,8e-06,schizophrenia,TMCO5B,15:33236067
1563,rs12487279-<b>C</b>,8e-06,schizophrenia,LINC02050,3:80865258
1494,rs7786896-<b>T</b>,8e-06,schizophrenia,POU6F2,7:39054328
1498,rs78177980-<b>G</b>,8e-06,schizophrenia,CHD2,15:92937233
1227,rs117358016-<b>A</b>,8e-06,schizophrenia,HS6ST3,13:96514229
1500,rs78226650-<b>A</b>,8e-06,schizophrenia,LINC01122,2:58925919
1445,rs61903125-<b>G</b>,8e-06,schizophrenia,GUCY1A2,11:106620055
1208,rs1144403-<b>A</b>,8e-06,schizophrenia,CASP12,11:104807143
1385,rs2008905-<b>T</b>,8e-06,schizophrenia,PIK3C2A,11:17163076
1489,rs7742212-<b>A</b>,9e-06,schizophrenia,PTPRK,6:128007688
1698,rs498154-<b>G</b>,9e-06,schizophrenia,RNU1-130P,1:96246965
1698,rs498154-<b>G</b>,9e-06,schizophrenia,LINC01787,1:96246965
1136,rs6981717-<b>C</b>,9e-06,schizophrenia,MMP16,8:88176225
2466,rs930889-<b>T</b>,9e-06,schizophrenia,LINC01170,5:124124290
1697,rs4968361-<b>A</b>,9e-06,schizophrenia,LINC01476,17:59425467
2385,rs12539900-<b>A</b>,9e-06,schizophrenia,Y_RNA,7:156253239
1402,rs216452-<b>T</b>,9e-06,schizophrenia,TBC1D29P,17:30556723
1479,rs7521837-<b>T</b>,9e-06,schizophrenia,HAX1,1:154280384
1479,rs7521837-<b>T</b>,9e-06,schizophrenia,RNU6-239P,1:154280384
1381,rs142453246-<b>T</b>,9e-06,schizophrenia,SHC4,15:48862521
572,rs2015748-<b>A</b>,9e-06,schizophrenia,ETS2,21:38831045
572,rs2015748-<b>A</b>,9e-06,schizophrenia,SNORA62,21:38831045
1470,rs73405966-<b>T</b>,9e-06,schizophrenia,CUX1,7:102032019
1124,rs13268772-<b>?</b>,9e-06,schizophrenia,CSMD1,8:3362037
1108,rs959770-<b>?</b>,9e-06,schizophrenia,ZFYVE28,4:2393570
590,rs76528668-<b>T</b>,9e-06,schizophrenia,RYR3,15:33465539
1738,rs10446497-<b>G</b>,9e-06,schizophrenia,PAK2,3:196819658
1442,rs61826828-<b>A</b>,9e-06,schizophrenia,RPL30P1,1:174046123
1442,rs61826828-<b>A</b>,9e-06,schizophrenia,LINC02776,1:174046123
1770,rs2413045-<b>A</b>,9e-06,schizophrenia,LIMK2,22:31269876
1349,rs1521470-<b>A</b>,9e-06,schizophrenia,ADCY1,7:45607253
1505,rs78901727-<b>A</b>,9e-06,schizophrenia,SEC61GP1,2:193755470
2382,rs4853633-<b>A</b>,9e-06,schizophrenia,C2orf88,2:190081598
2395,rs77325285-<b>A</b>,9e-06,schizophrenia,LINC02105,5:53722574
2395,rs77325285-<b>A</b>,9e-06,schizophrenia,NDUFS4,5:53722574
218,rs12660387-<b>A</b>,9e-06,schizophrenia,EYS,6:64581751
2401,rs7249142-<b>A</b>,9e-06,schizophrenia,MEF2B,19:19165550
2401,rs7249142-<b>A</b>,9e-06,schizophrenia,BORCS8-MEF2B,19:19165550
1609,rs2811474-<b>G</b>,9e-06,schizophrenia,EEFSEC,3:128174008
1186,rs146641304-<b>AC</b>,9e-06,schizophrenia,RUFY1,5:179493202
1186,rs146641304-<b>AC</b>,9e-06,schizophrenia,U4,5:179493202
1635,rs34232444-<b>T</b>,9e-06,schizophrenia,KDM4B,19:4965393
1635,rs34232444-<b>T</b>,9e-06,schizophrenia,UHRF1,19:4965393
1177,rs10106298-<b>G</b>,9e-06,schizophrenia,ADI1P2,8:102676153
1177,rs10106298-<b>G</b>,9e-06,schizophrenia,KLF10,8:102676153
1375,rs139283246-<b>G</b>,9e-06,schizophrenia,NDUFS5P2,1:96655051
1375,rs139283246-<b>G</b>,9e-06,schizophrenia,RPL7P9,1:96655051
1647,rs35659386-<b>A</b>,9e-06,schizophrenia,NTM,11:131430474
1339,rs148114321-<b>T</b>,9e-06,schizophrenia,RALGAPA1,14:35744236
1166,rs9883949-<b>C</b>,9e-06,schizophrenia,ZBTB20,3:114452543
1166,rs9883949-<b>C</b>,9e-06,schizophrenia,ZBTB20-AS5,3:114452543
1672,rs4246774-<b>C</b>,9e-06,schizophrenia,LINC02219,5:68196284
1516,rs79844775-<b>C</b>,9e-06,schizophrenia,CRYGFP,2:209176663
1516,rs79844775-<b>C</b>,9e-06,schizophrenia,MEAF6P1,2:209176663
1587,rs118162387-<b>G</b>,9e-06,schizophrenia,HTR3B,11:113949306
1587,rs118162387-<b>G</b>,9e-06,schizophrenia,HTR3A,11:113949306
1157,rs9650682-<b>G</b>,9e-06,schizophrenia,SNAPC3,9:15457779
1353,rs1565411-<b>G</b>,9e-06,schizophrenia,LINC02710,11:46207098
1353,rs1565411-<b>G</b>,9e-06,schizophrenia,FBLIM1P2,11:46207098
1356,rs16863064-<b>G</b>,9e-06,schizophrenia,LPP,3:188169789
2416,rs74131273-<b>A</b>,9e-06,schizophrenia,ASAH2,10:50303408
2416,rs74131273-<b>A</b>,9e-06,schizophrenia,SGMS1,10:50303408
1723,rs11215609-<b>T</b>,9e-06,schizophrenia,LINC02698,11:115593028
1723,rs11215609-<b>T</b>,9e-06,schizophrenia,RPL12P46,11:115593028
